| reward_id                            | reward_name           | reward_is_active | current_store_product_id             | target_store_product_id              | requires_store_variant | current_fulfillment_type | store_product_name    | store_product_is_active | colors                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         | sizes                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 | stock_identities                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        |
| ------------------------------------ | --------------------- | ---------------- | ------------------------------------ | ------------------------------------ | ---------------------- | ------------------------ | --------------------- | ----------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- | ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- |
| 46709f62-3f5a-4025-965a-c5fcedcec826 | Asciugamano Sport     | true             | null                                 | 671549a7-ed15-4eab-886d-4dff3f331d4d | false                  | null                     | Asciugamano Sport     | true                    | [{"color_id":"6d99400e-d24b-4dbf-8b1e-caea9b8ab536","is_active":true,"color_name":"Grigio"},{"color_id":"fb3cce5f-6d7e-44db-8bcb-9572ea01058d","is_active":true,"color_name":"Lime"}]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | [{"size_id":"f77e05db-fd13-4e08-a04f-4665aee48504","is_active":true,"size_label":"UNICA"}]                                                                                                                                                                                                                                                                                                                                                                                                                                            | [{"size_id":"f77e05db-fd13-4e08-a04f-4665aee48504","color_id":"6d99400e-d24b-4dbf-8b1e-caea9b8ab536","stock_id":"62ad4b5b-32c0-4aa7-8484-c7a8386185bb","is_active":true,"stock_qty":null},{"size_id":"f77e05db-fd13-4e08-a04f-4665aee48504","color_id":"fb3cce5f-6d7e-44db-8bcb-9572ea01058d","stock_id":"8020805e-e473-42a5-bf78-01426aa12f3c","is_active":true,"stock_qty":null}]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| a62ef5f8-355e-4bbc-a235-e19572d3e70f | Baseball Cup          | true             | bd9eb000-971e-4b4d-bdfa-fe0db9b61350 | bd9eb000-971e-4b4d-bdfa-fe0db9b61350 | true                   | null                     | Baseball Cup          | true                    | [{"color_id":"26932cdb-8698-4fdd-8641-1a6f6d979b4c","is_active":true,"color_name":"Nero"},{"color_id":"66d946a6-2781-4afe-a077-4ab727dd6fab","is_active":true,"color_name":"Bianco"}]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          | [{"size_id":"4dfaccc3-c023-4360-bd7a-099f9cb51a63","is_active":true,"size_label":"UNICA"}]                                                                                                                                                                                                                                                                                                                                                                                                                                            | [{"size_id":"4dfaccc3-c023-4360-bd7a-099f9cb51a63","color_id":"26932cdb-8698-4fdd-8641-1a6f6d979b4c","stock_id":"587b37fb-9d98-439d-bd29-22440c5121cf","is_active":true,"stock_qty":null},{"size_id":"4dfaccc3-c023-4360-bd7a-099f9cb51a63","color_id":"66d946a6-2781-4afe-a077-4ab727dd6fab","stock_id":"816bc70a-e690-41b2-9876-d36b7d61c5d9","is_active":true,"stock_qty":null}]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     |
| c0aaddaa-6980-4db5-97ac-4e41e2bb4203 | Borsone Padel         | true             | 9596fe52-7982-4a26-9140-68a1462c3e6d | 9596fe52-7982-4a26-9140-68a1462c3e6d | false                  | null                     | Borsone Padel         | true                    | [{"color_id":"f46a7db8-4dd8-428a-958c-b6bca33a8208","is_active":true,"color_name":"Nero"}]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     | [{"size_id":"0a6d574e-6fc0-4cf6-9d68-bd7edd8d684b","is_active":true,"size_label":"UNICA"}]                                                                                                                                                                                                                                                                                                                                                                                                                                            | [{"size_id":"0a6d574e-6fc0-4cf6-9d68-bd7edd8d684b","color_id":"f46a7db8-4dd8-428a-958c-b6bca33a8208","stock_id":"e1ef6585-ecfd-47e2-9541-133c46d4f1e7","is_active":true,"stock_qty":null}]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              |
| 4a875fa4-5b51-4f4c-9209-0bf3be66b1d9 | Felpa Donna           | true             | 641f2fe6-8fc7-471c-a35e-118ccaa5d4d8 | 641f2fe6-8fc7-471c-a35e-118ccaa5d4d8 | true                   | null                     | Felpa Movi            | true                    | [{"color_id":"f69a6495-b766-416f-9100-48ff6fa05ed3","is_active":true,"color_name":"Nero"},{"color_id":"ec5a57dd-12ce-438e-b63c-15fb783c0f87","is_active":true,"color_name":"Blu Navy"},{"color_id":"973eaffc-6c86-43c8-9323-b4985a9cb301","is_active":true,"color_name":"Prugna"},{"color_id":"0a89ec45-930e-40a0-b5e5-6ddfc492dbb5","is_active":true,"color_name":"Bianco"},{"color_id":"697a5891-dbc2-4f86-baed-63a7aa0fd92b","is_active":true,"color_name":"Giallo"}]                                                                                                                                                                                                                                                                                                                                                                                                       | [{"size_id":"4434c06a-2ad9-44af-a8fa-35c30c56bfd5","is_active":true,"size_label":"XS"},{"size_id":"2712ccf4-7993-44aa-8ada-ffc09891594c","is_active":true,"size_label":"S"},{"size_id":"cfaca7e6-4b52-4670-a75a-4b09c4dab1ba","is_active":true,"size_label":"M"},{"size_id":"81d1b265-33b3-481f-8f27-ab9b5cd03123","is_active":true,"size_label":"L"},{"size_id":"97adf366-80f8-4f6e-9911-dc58f244ee29","is_active":true,"size_label":"XL"},{"size_id":"f6d55591-4d55-4ae6-b201-490152bd9d1e","is_active":true,"size_label":"XXL"}]   | [{"size_id":"2712ccf4-7993-44aa-8ada-ffc09891594c","color_id":"0a89ec45-930e-40a0-b5e5-6ddfc492dbb5","stock_id":"4a3eca79-9eca-4c4f-a158-8fabab995655","is_active":true,"stock_qty":null},{"size_id":"4434c06a-2ad9-44af-a8fa-35c30c56bfd5","color_id":"0a89ec45-930e-40a0-b5e5-6ddfc492dbb5","stock_id":"81e7baa9-756c-405d-832a-8532daaaf1cd","is_active":true,"stock_qty":null},{"size_id":"81d1b265-33b3-481f-8f27-ab9b5cd03123","color_id":"0a89ec45-930e-40a0-b5e5-6ddfc492dbb5","stock_id":"7b54a7ba-3500-4bcd-bf03-6ef20d99ec0c","is_active":true,"stock_qty":null},{"size_id":"97adf366-80f8-4f6e-9911-dc58f244ee29","color_id":"0a89ec45-930e-40a0-b5e5-6ddfc492dbb5","stock_id":"e4b36d6e-e007-473e-8d10-0d6bda69ce7d","is_active":true,"stock_qty":null},{"size_id":"cfaca7e6-4b52-4670-a75a-4b09c4dab1ba","color_id":"0a89ec45-930e-40a0-b5e5-6ddfc492dbb5","stock_id":"62273a1d-17c6-4ca7-9633-c43b34e8c1dd","is_active":true,"stock_qty":null},{"size_id":"f6d55591-4d55-4ae6-b201-490152bd9d1e","color_id":"0a89ec45-930e-40a0-b5e5-6ddfc492dbb5","stock_id":"a9a6c027-0636-49fb-bc93-378a1df12238","is_active":true,"stock_qty":null},{"size_id":"2712ccf4-7993-44aa-8ada-ffc09891594c","color_id":"697a5891-dbc2-4f86-baed-63a7aa0fd92b","stock_id":"b9f634d6-7617-40c9-914a-80317339e03b","is_active":true,"stock_qty":null},{"size_id":"4434c06a-2ad9-44af-a8fa-35c30c56bfd5","color_id":"697a5891-dbc2-4f86-baed-63a7aa0fd92b","stock_id":"1f91b3da-adef-4872-841c-146f359dbce9","is_active":true,"stock_qty":null},{"size_id":"81d1b265-33b3-481f-8f27-ab9b5cd03123","color_id":"697a5891-dbc2-4f86-baed-63a7aa0fd92b","stock_id":"8f1ede1e-6a04-4ede-b827-b5b237a20874","is_active":true,"stock_qty":null},{"size_id":"97adf366-80f8-4f6e-9911-dc58f244ee29","color_id":"697a5891-dbc2-4f86-baed-63a7aa0fd92b","stock_id":"984d2df7-1214-4f65-b323-edf4646dccf7","is_active":true,"stock_qty":null},{"size_id":"cfaca7e6-4b52-4670-a75a-4b09c4dab1ba","color_id":"697a5891-dbc2-4f86-baed-63a7aa0fd92b","stock_id":"3f883e19-eafb-4c2a-8de8-4e1f4911b86f","is_active":true,"stock_qty":null},{"size_id":"f6d55591-4d55-4ae6-b201-490152bd9d1e","color_id":"697a5891-dbc2-4f86-baed-63a7aa0fd92b","stock_id":"9532abc0-4a8b-472d-9a6c-391ee717f1e1","is_active":true,"stock_qty":null},{"size_id":"2712ccf4-7993-44aa-8ada-ffc09891594c","color_id":"973eaffc-6c86-43c8-9323-b4985a9cb301","stock_id":"ccab96b4-a133-459d-a375-63e5abe9778e","is_active":true,"stock_qty":null},{"size_id":"4434c06a-2ad9-44af-a8fa-35c30c56bfd5","color_id":"973eaffc-6c86-43c8-9323-b4985a9cb301","stock_id":"6e1657fa-1d7f-4657-871c-3e1e8d17fb84","is_active":true,"stock_qty":null},{"size_id":"81d1b265-33b3-481f-8f27-ab9b5cd03123","color_id":"973eaffc-6c86-43c8-9323-b4985a9cb301","stock_id":"117ac624-302a-4a3e-8fd3-5e4a51b57af4","is_active":true,"stock_qty":null},{"size_id":"97adf366-80f8-4f6e-9911-dc58f244ee29","color_id":"973eaffc-6c86-43c8-9323-b4985a9cb301","stock_id":"ac1cb0eb-16b9-45db-be23-1d8b79d5ba63","is_active":true,"stock_qty":null},{"size_id":"cfaca7e6-4b52-4670-a75a-4b09c4dab1ba","color_id":"973eaffc-6c86-43c8-9323-b4985a9cb301","stock_id":"6acbf180-c9ff-4fd6-a9c4-3c7d255d5594","is_active":true,"stock_qty":null},{"size_id":"f6d55591-4d55-4ae6-b201-490152bd9d1e","color_id":"973eaffc-6c86-43c8-9323-b4985a9cb301","stock_id":"61869b06-48d4-48c8-bc8a-2d744f7e39f0","is_active":true,"stock_qty":null},{"size_id":"2712ccf4-7993-44aa-8ada-ffc09891594c","color_id":"ec5a57dd-12ce-438e-b63c-15fb783c0f87","stock_id":"84dd8653-c60a-457b-bd34-f16e424c4fb2","is_active":true,"stock_qty":null},{"size_id":"4434c06a-2ad9-44af-a8fa-35c30c56bfd5","color_id":"ec5a57dd-12ce-438e-b63c-15fb783c0f87","stock_id":"cca1ab83-babd-4751-9f2c-73805aa86e60","is_active":true,"stock_qty":null},{"size_id":"81d1b265-33b3-481f-8f27-ab9b5cd03123","color_id":"ec5a57dd-12ce-438e-b63c-15fb783c0f87","stock_id":"8db4721f-81b6-47ee-9e36-4474ac794b96","is_active":true,"stock_qty":null},{"size_id":"97adf366-80f8-4f6e-9911-dc58f244ee29","color_id":"ec5a57dd-12ce-438e-b63c-15fb783c0f87","stock_id":"746df66b-e546-4b5f-a035-82be00ccd4f8","is_active":true,"stock_qty":null},{"size_id":"cfaca7e6-4b52-4670-a75a-4b09c4dab1ba","color_id":"ec5a57dd-12ce-438e-b63c-15fb783c0f87","stock_id":"a33c4215-0970-4616-b8fe-e32bc067e2bd","is_active":true,"stock_qty":null},{"size_id":"f6d55591-4d55-4ae6-b201-490152bd9d1e","color_id":"ec5a57dd-12ce-438e-b63c-15fb783c0f87","stock_id":"9ae79085-bfe3-48df-92a5-51022283969c","is_active":true,"stock_qty":null},{"size_id":"2712ccf4-7993-44aa-8ada-ffc09891594c","color_id":"f69a6495-b766-416f-9100-48ff6fa05ed3","stock_id":"28a63e8d-3ce4-47e2-96bb-3bdde0d745f8","is_active":true,"stock_qty":null},{"size_id":"4434c06a-2ad9-44af-a8fa-35c30c56bfd5","color_id":"f69a6495-b766-416f-9100-48ff6fa05ed3","stock_id":"f129ba63-8dab-4acf-9b71-c36979e99f71","is_active":true,"stock_qty":null},{"size_id":"81d1b265-33b3-481f-8f27-ab9b5cd03123","color_id":"f69a6495-b766-416f-9100-48ff6fa05ed3","stock_id":"81419641-19f8-4af1-85db-20f74f77a422","is_active":true,"stock_qty":null},{"size_id":"97adf366-80f8-4f6e-9911-dc58f244ee29","color_id":"f69a6495-b766-416f-9100-48ff6fa05ed3","stock_id":"315485f4-b305-41e2-96de-6e355315f761","is_active":true,"stock_qty":null},{"size_id":"cfaca7e6-4b52-4670-a75a-4b09c4dab1ba","color_id":"f69a6495-b766-416f-9100-48ff6fa05ed3","stock_id":"3783207e-beeb-4c2d-8f05-f810ad8260ed","is_active":true,"stock_qty":null},{"size_id":"f6d55591-4d55-4ae6-b201-490152bd9d1e","color_id":"f69a6495-b766-416f-9100-48ff6fa05ed3","stock_id":"2bf1cc37-fb90-40cd-bcb5-0dde4cc78fc9","is_active":true,"stock_qty":null}]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         |
