table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
vault,decrypted_secrets,1,id,uuid,YES,null
vault,decrypted_secrets,2,name,text,YES,null
vault,decrypted_secrets,3,description,text,YES,null
vault,decrypted_secrets,4,secret,text,YES,null
vault,decrypted_secrets,5,decrypted_secret,text,YES,null
vault,decrypted_secrets,6,key_id,uuid,YES,null
vault,decrypted_secrets,7,nonce,bytea,YES,null
vault,decrypted_secrets,8,created_at,timestamp with time zone,YES,null
vault,decrypted_secrets,9,updated_at,timestamp with time zone,YES,null
vault,secrets,1,id,uuid,NO,gen_random_uuid()
vault,secrets,2,name,text,YES,null
vault,secrets,3,description,text,NO,''::text
vault,secrets,4,secret,text,NO,null
vault,secrets,5,key_id,uuid,YES,null
vault,secrets,6,nonce,bytea,YES,vault._crypto_aead_det_noncegen()
vault,secrets,7,created_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
vault,secrets,8,updated_at,timestamp with time zone,NO,CURRENT_TIMESTAMP
